Citizen_ID,Diet_Type,District_Name,Occupation,Wealth_Index,House_Size_sq_ft,Life_Expectancy,Vehicle_Owned,Work_District,Bio_Hash
CIT_1987,Seafood,Deep Trench,Scribe,4818.0,480.0,63.0,Sea Scooter,Coral Slums,bb152d50
CIT_1592,Seaweed,Deep Trench,Miner,1369.0,110.0,36.0,Sea Scooter,Coral Slums,5c568c9b
CIT_0986,Seaweed,Mariana Plaza,Miner,2690.0,452.0,54.0,Submarine,Coral Slums,31561c52
CIT_2708,Seaweed,The Golden Reef,Miner,49128.0,10000.0,98.0,Submarine,Mariana Plaza,c26cc400
CIT_4849,Seafood,Deep Trench,Merchant,2383.0,264.0,59.0,Fin Bicycle,Mariana Plaza,7c429f00
CIT_3398,Seaweed,The Golden Reef,Merchant,15479.0,3540.0,75.0,No Vehicle,Coral Slums,73d0afd8
CIT_10865,Exotic Imports,Mariana Plaza,Fisher,14465.0,2221.0,42.0,No Vehicle,Coral Slums,0bf6ca49
CIT_11707,Seaweed,Deep Trench,Miner,1056.0,116.0,44.0,Fin Bicycle,The Golden Reef,ecc344de
CIT_8738,Exotic Imports,Deep Trench,Merchant,8034.0,770.0,61.0,No Vehicle,The Golden Reef,653d35ef
CIT_14846,Exotic Imports,Mariana Plaza,Warrior,3567.0,532.0,39.0,Fin Bicycle,Coral Slums,0e264fdd
CIT_4928,Seaweed,Coral Slums,Fisher,,100.0,45.0,Fin Bicycle,Coral Slums,885cd7e0
CIT_0026,Seaweed,Mariana Plaza,Scribe,3687.0,565.0,62.0,Sea Scooter,Mariana Plaza,80bdd1c8
CIT_2343,Exotic Imports,The Golden Reef,Miner,17899.0,3921.0,59.0,Submarine,Coral Slums,f9d4130d
CIT_4449,Seafood,Coral Slums,Miner,14862.0,871.0,49.0,Submarine,Deep Trench,b54cb899
CIT_16538,Seaweed,Deep Trench,Fisher,1213.0,130.0,50.0,Sea Scooter,Coral Slums,4ea9c1fb
CIT_19464,Seaweed,Mariana Plaza,Merchant,1460.0,276.0,62.0,Fin Bicycle,The Golden Reef,483f8445
CIT_11903,Seaweed,Deep Trench,Scribe,1580.0,161.0,50.0,No Vehicle,Mariana Plaza,5f3dc4d5
CIT_11839,Exotic Imports,Deep Trench,Miner,4833.0,,28.0,Sea Scooter,Coral Slums,e8b9ec54
CIT_16420,Seafood,Deep Trench,Scribe,3601.0,425.0,52.0,No Vehicle,Mariana Plaza,d3890468
CIT_3653,Exotic Imports,Deep Trench,Fisher,4447.0,451.0,33.0,Sea Scooter,Coral Slums,8411e780
CIT_13099,Seaweed,Mariana Plaza,Scribe,1713.0,266.0,59.0,Sea Scooter,Deep Trench,edcc9e39
CIT_16007,Seaweed,Coral Slums,Miner,2570.0,115.0,48.0,Fin Bicycle,Coral Slums,a5202cd7
CIT_12848,Seafood,Deep Trench,Merchant,6266.0,688.0,60.0,No Vehicle,Mariana Plaza,d9d8ff95
CIT_2087,Seafood,Mariana Plaza,Scribe,1454.0,215.0,56.0,Sea Scooter,Coral Slums,508f96e2
CIT_13456,Exotic Imports,The Golden Reef,Warrior,5306.0,1311.0,38.0,Submarine,Deep Trench,34dab00c
CIT_18735,Exotic Imports,Deep Trench,Miner,16090.0,1621.0,35.0,Sea Scooter,Deep Trench,142b7af0
CIT_2564,Exotic Imports,Mariana Plaza,Warrior,12329.0,1909.0,36.0,Fin Bicycle,Coral Slums,2b52dfa7
CIT_4169,Seaweed,Coral Slums,Fisher,1749.0,108.0,44.0,Sea Scooter,Deep Trench,94230320
CIT_4820,Seafood,Deep Trench,Warrior,5001.0,,44.0,No Vehicle,Deep Trench,0fe89854
CIT_9976,Exotic Imports,Coral Slums,Miner,,233.0,35.0,Fin Bicycle,Deep Trench,1d89788b
CIT_6432,Seafood,Deep Trench,Warrior,23957.0,2451.0,46.0,Sea Scooter,Mariana Plaza,78edcb81
CIT_7758,Exotic Imports,Deep Trench,Fisher,4392.0,443.0,37.0,No Vehicle,Mariana Plaza,1b0542a9
CIT_14832,Seaweed,The Golden Reef,Miner,13864.0,3204.0,59.0,No Vehicle,The Golden Reef,d7b2c291
CIT_8350,Exotic Imports,Deep Trench,Warrior,2087.0,205.0,31.0,Fin Bicycle,Deep Trench,a831e97a
CIT_15759,Seafood,Mariana Plaza,Scribe,1337.0,264.0,67.0,Sea Scooter,Mariana Plaza,3e1e4bd8
CIT_14469,Exotic Imports,The Golden Reef,Miner,11872.0,2697.0,47.0,Fin Bicycle,Coral Slums,c930f82d
CIT_9298,Seaweed,The Golden Reef,Merchant,19280.0,4344.0,80.0,Sea Scooter,Coral Slums,bf00c469
CIT_12151,Seaweed,Mariana Plaza,Merchant,9196.0,1356.0,67.0,Submarine,Coral Slums,550418be
CIT_1947,Exotic Imports,Deep Trench,Fisher,2388.0,266.0,28.0,No Vehicle,Deep Trench,dbb08a04
CIT_2236,Seafood,Deep Trench,Miner,4118.0,431.0,38.0,Sea Scooter,Deep Trench,02aac330
CIT_2081,Seafood,Coral Slums,Miner,,230.0,34.0,No Vehicle,Coral Slums,e8da666a
CIT_15081,Seaweed,Coral Slums,Fisher,1250.0,110.0,41.0,Fin Bicycle,Coral Slums,2380d244
CIT_5556,Exotic Imports,Deep Trench,Warrior,3482.0,387.0,30.0,Sea Scooter,Deep Trench,f4fed4c2
CIT_0868,Seaweed,The Golden Reef,Merchant,3385.0,651.0,54.0,No Vehicle,Coral Slums,53c007fd
CIT_7375,Seaweed,Deep Trench,Fisher,1338.0,151.0,44.0,No Vehicle,Deep Trench,4b8f77c3
CIT_0027,Exotic Imports,Deep Trench,Warrior,1392.0,148.0,36.0,Fin Bicycle,Deep Trench,70470653
CIT_0993,Seaweed,Deep Trench,Warrior,2639.0,228.0,41.0,Sea Scooter,Deep Trench,1401d53a
CIT_2382,Seaweed,The Golden Reef,Scribe,28274.0,6367.0,90.0,No Vehicle,Mariana Plaza,726c1332
CIT_18403,Exotic Imports,The Golden Reef,Miner,26258.0,5908.0,68.0,Submarine,Deep Trench,c0560cba
CIT_8014,Seafood,The Golden Reef,Miner,29399.0,6651.0,73.0,Sea Scooter,Coral Slums,f04ff3df
CIT_3684,Seaweed,Deep Trench,Miner,1379.0,150.0,52.0,Fin Bicycle,Deep Trench,a1a2c246
CIT_11207,Exotic Imports,Mariana Plaza,Scribe,2247.0,252.0,61.0,Sea Scooter,Mariana Plaza,dcea2807
CIT_3292,Seafood,Deep Trench,Miner,3953.0,460.0,47.0,No Vehicle,Deep Trench,c5ffae24
CIT_15273,Seafood,Deep Trench,Miner,19952.0,2070.0,55.0,Fin Bicycle,Deep Trench,a881f342
CIT_6015,Exotic Imports,Coral Slums,Miner,,148.0,39.0,No Vehicle,The Golden Reef,c0c44785
CIT_1401,Seafood,The Golden Reef,Miner,8818.0,2041.0,64.0,Fin Bicycle,Coral Slums,b0fe17ec
CIT_11333,Seaweed,Deep Trench,Warrior,4465.0,468.0,36.0,No Vehicle,The Golden Reef,413f1b46
CIT_15364,Exotic Imports,Deep Trench,Warrior,3157.0,389.0,36.0,Sea Scooter,Coral Slums,ba79eb75
CIT_9584,Exotic Imports,Mariana Plaza,Scribe,3326.0,506.0,,Sea Scooter,Mariana Plaza,279c2504
CIT_5792,Seaweed,Mariana Plaza,Scribe,1133.0,111.0,57.0,Fin Bicycle,Mariana Plaza,a3544684
CIT_15723,Seafood,Deep Trench,Warrior,2229.0,184.0,42.0,Fin Bicycle,Deep Trench,17b6b3e7
CIT_11027,Seaweed,Deep Trench,Fisher,1682.0,,47.0,No Vehicle,Deep Trench,919f2bbf
CIT_6814,Seaweed,Deep Trench,Fisher,2936.0,305.0,46.0,Fin Bicycle,Mariana Plaza,6caa570c
CIT_8449,Seafood,The Golden Reef,Miner,4282.0,994.0,41.0,Sea Scooter,The Golden Reef,2c82d286
CIT_8167,Exotic Imports,Deep Trench,Fisher,,745.0,,Sea Scooter,Deep Trench,c80a3235
CIT_1574,Seaweed,The Golden Reef,Miner,6344.0,1419.0,56.0,No Vehicle,Coral Slums,7d62d612
CIT_4143,Exotic Imports,Mariana Plaza,Scribe,27034.0,3986.0,68.0,No Vehicle,Deep Trench,a1141ffb
CIT_6638,Seafood,The Golden Reef,Merchant,2312.0,514.0,52.0,Sea Scooter,Mariana Plaza,bdde5717
CIT_0746,Seafood,Deep Trench,Fisher,15132.0,1563.0,51.0,Fin Bicycle,Coral Slums,b9e262a9
CIT_14903,Exotic Imports,Coral Slums,Warrior,3818.0,220.0,34.0,Fin Bicycle,Deep Trench,c3d0fe07
CIT_8501,Seafood,The Golden Reef,Merchant,8228.0,1851.0,62.0,No Vehicle,Mariana Plaza,6965455d
CIT_5362,Exotic Imports,Coral Slums,Miner,1449.0,100.0,37.0,Fin Bicycle,Coral Slums,f55d4125
CIT_17422,Seafood,Mariana Plaza,Scribe,30860.0,4597.0,78.0,No Vehicle,Mariana Plaza,3007f502
CIT_11343,Seafood,Mariana Plaza,Scribe,4811.0,,57.0,No Vehicle,Mariana Plaza,5fc2ccff
CIT_9094,Exotic Imports,The Golden Reef,Merchant,25708.0,5952.0,84.0,Submarine,Deep Trench,b191f4d7
CIT_19641,Seafood,Coral Slums,Miner,1300.0,100.0,39.0,No Vehicle,Deep Trench,e7577906
CIT_1603,Exotic Imports,Mariana Plaza,Miner,2251.0,381.0,36.0,Submarine,Mariana Plaza,31e5fd65
CIT_8492,Seafood,Mariana Plaza,Scribe,15253.0,2263.0,62.0,No Vehicle,Mariana Plaza,c43747a4
CIT_6730,Exotic Imports,The Golden Reef,Miner,3166.0,772.0,40.0,Sea Scooter,Coral Slums,01be169c
CIT_4225,Seaweed,The Golden Reef,Fisher,,1261.0,58.0,No Vehicle,Deep Trench,b855da99
CIT_3790,Exotic Imports,Mariana Plaza,Fisher,1812.0,297.0,34.0,Fin Bicycle,Coral Slums,5341d05c
CIT_11968,Exotic Imports,Coral Slums,Fisher,1823.0,101.0,32.0,No Vehicle,Mariana Plaza,f736be5d
CIT_8145,Seaweed,Deep Trench,Warrior,1144.0,169.0,37.0,Fin Bicycle,Deep Trench,ad12b2ee
CIT_6412,Seafood,The Golden Reef,Merchant,9408.0,2080.0,73.0,No Vehicle,The Golden Reef,c3794211
CIT_15885,Exotic Imports,Mariana Plaza,Fisher,13712.0,2128.0,45.0,Submarine,The Golden Reef,d83be669
CIT_19163,Exotic Imports,The Golden Reef,Merchant,36068.0,8061.0,86.0,Submarine,The Golden Reef,3baaf302
CIT_4637,Seaweed,Mariana Plaza,Warrior,1263.0,144.0,42.0,No Vehicle,Mariana Plaza,6125b206
CIT_14256,Seafood,The Golden Reef,Warrior,6019.0,,52.0,Submarine,Mariana Plaza,d85d5e26
CIT_5679,Seafood,Deep Trench,Fisher,21166.0,2249.0,47.0,Sea Scooter,Deep Trench,aa972840
CIT_19170,Exotic Imports,The Golden Reef,Merchant,9001.0,2028.0,60.0,Sea Scooter,Deep Trench,d59c54c8
CIT_2217,Seaweed,Mariana Plaza,Miner,23576.0,,70.0,Submarine,Coral Slums,391d0eba
CIT_14709,Seafood,Mariana Plaza,Scribe,30783.0,4594.0,80.0,Fin Bicycle,Mariana Plaza,574f9c7b
CIT_11231,Seaweed,Deep Trench,Warrior,3907.0,,41.0,Sea Scooter,The Golden Reef,7d5a57f0
CIT_1913,Seaweed,Deep Trench,Fisher,1522.0,117.0,35.0,Submarine,The Golden Reef,a6d397dc
CIT_6364,Exotic Imports,The Golden Reef,Merchant,10350.0,2496.0,59.0,Submarine,The Golden Reef,35e94401
CIT_8567,Exotic Imports,Mariana Plaza,Merchant,41038.0,6245.0,80.0,Submarine,Mariana Plaza,a9b7d021
CIT_11108,Seafood,Deep Trench,Warrior,1185.0,,37.0,Fin Bicycle,The Golden Reef,bc90a0d6
CIT_10565,Exotic Imports,The Golden Reef,Miner,5539.0,1182.0,46.0,No Vehicle,Mariana Plaza,92d394b4
CIT_9049,Seaweed,Mariana Plaza,Warrior,2419.0,284.0,46.0,Sea Scooter,Deep Trench,26dfaff3
CIT_9238,Seaweed,Deep Trench,Miner,1684.0,188.0,45.0,Fin Bicycle,Deep Trench,c3224dd3
CIT_4017,Seafood,Coral Slums,Merchant,,100.0,60.0,Fin Bicycle,Deep Trench,16e91a33
CIT_8426,Exotic Imports,The Golden Reef,Merchant,26833.0,5955.0,84.0,Sea Scooter,Deep Trench,831beb4f
CIT_7389,Seaweed,Deep Trench,Miner,1054.0,107.0,44.0,No Vehicle,Coral Slums,36ffc8cc
CIT_13533,Exotic Imports,Deep Trench,Warrior,3776.0,422.0,36.0,Fin Bicycle,Mariana Plaza,253729e4
CIT_16805,Seaweed,Coral Slums,Miner,3380.0,,52.0,No Vehicle,Coral Slums,506ed366
CIT_10254,Seafood,Deep Trench,Fisher,,272.0,43.0,No Vehicle,The Golden Reef,93ad4a67
CIT_0906,Seaweed,Coral Slums,Miner,,100.0,50.0,Fin Bicycle,Deep Trench,99b9dd45
CIT_4679,Seaweed,Deep Trench,Miner,1477.0,156.0,40.0,Sea Scooter,Coral Slums,05905ad9
CIT_9363,Seaweed,Coral Slums,Fisher,2829.0,126.0,39.0,No Vehicle,Deep Trench,de335258
CIT_0803,Exotic Imports,Deep Trench,Fisher,2711.0,251.0,34.0,Sea Scooter,Deep Trench,536b8fd4
CIT_5019,Exotic Imports,The Golden Reef,Fisher,2779.0,537.0,38.0,Fin Bicycle,Deep Trench,2b0984e5
CIT_0667,Exotic Imports,Coral Slums,Fisher,,173.0,30.0,No Vehicle,Coral Slums,809172bf
CIT_2772,Exotic Imports,The Golden Reef,Merchant,66483.0,10000.0,93.0,No Vehicle,The Golden Reef,41a351de
CIT_15854,Seafood,The Golden Reef,Miner,6330.0,1494.0,50.0,No Vehicle,Coral Slums,192af030
CIT_0900,Seaweed,Coral Slums,Merchant,2099.0,149.0,60.0,Fin Bicycle,Deep Trench,a93dc217
CIT_18789,Exotic Imports,The Golden Reef,Merchant,4239.0,996.0,54.0,No Vehicle,The Golden Reef,9ea45fd6
CIT_3860,Seafood,Deep Trench,Miner,1192.0,136.0,42.0,Sea Scooter,Coral Slums,803df893
CIT_5201,Seaweed,Coral Slums,Fisher,3561.0,234.0,44.0,Fin Bicycle,Coral Slums,4cce2c67
CIT_14142,Exotic Imports,The Golden Reef,Miner,6994.0,1513.0,50.0,No Vehicle,Coral Slums,afd395b8
CIT_4482,Seafood,Mariana Plaza,Merchant,6533.0,934.0,59.0,Submarine,Mariana Plaza,b8ac2f42
CIT_14041,Seafood,Mariana Plaza,Fisher,73197.0,10000.0,100.0,Sea Scooter,Deep Trench,2776a483
CIT_1675,Seaweed,Deep Trench,Fisher,5159.0,534.0,53.0,Submarine,Coral Slums,dd2943c5
CIT_17478,Seaweed,The Golden Reef,Merchant,11286.0,2416.0,72.0,No Vehicle,Mariana Plaza,fc4b1033
CIT_18372,Exotic Imports,The Golden Reef,Fisher,5939.0,1437.0,34.0,Submarine,Deep Trench,d3f9e9a6
CIT_7602,Exotic Imports,The Golden Reef,Fisher,1630.0,303.0,31.0,Sea Scooter,The Golden Reef,a90ef7d6
CIT_17153,Seaweed,The Golden Reef,Merchant,3518.0,718.0,55.0,Sea Scooter,Mariana Plaza,a3c14325
CIT_12919,Seafood,Deep Trench,Fisher,,360.0,38.0,Fin Bicycle,Mariana Plaza,eb954428
CIT_14495,Seaweed,The Golden Reef,Merchant,31451.0,7176.0,104.0,Sea Scooter,The Golden Reef,3f1913dc
CIT_11793,Seaweed,Deep Trench,Fisher,1949.0,185.0,47.0,Sea Scooter,Deep Trench,6f08f75c
CIT_18552,Exotic Imports,Mariana Plaza,Scribe,2849.0,309.0,50.0,Sea Scooter,Coral Slums,ea22c2b7
CIT_9524,Exotic Imports,Mariana Plaza,Scribe,2571.0,309.0,44.0,Sea Scooter,Mariana Plaza,595e0bd8
CIT_10994,Seafood,Mariana Plaza,Fisher,2217.0,387.0,41.0,Fin Bicycle,The Golden Reef,fdd4a696
CIT_12156,Seafood,The Golden Reef,Warrior,138894.0,10000.0,95.0,Royal Submarine,Deep Trench,67a4d5a2
CIT_13703,Exotic Imports,The Golden Reef,Fisher,8153.0,1873.0,,No Vehicle,Deep Trench,438047c6
CIT_0797,Seaweed,Coral Slums,Miner,5464.0,326.0,37.0,No Vehicle,Coral Slums,7df61701
CIT_13520,Seaweed,Deep Trench,Merchant,8191.0,903.0,63.0,No Vehicle,The Golden Reef,e07abde6
CIT_8629,Seafood,Deep Trench,Warrior,3889.0,423.0,44.0,Sea Scooter,Deep Trench,d0dbdedf
CIT_16092,Exotic Imports,Deep Trench,Merchant,16318.0,1748.0,63.0,No Vehicle,The Golden Reef,eb64956e
CIT_10367,Seaweed,Mariana Plaza,Fisher,2493.0,375.0,45.0,Sea Scooter,Deep Trench,6e825441
CIT_6045,Seafood,The Golden Reef,Merchant,3038.0,678.0,57.0,Sea Scooter,Mariana Plaza,dd5879a3
CIT_5213,Seafood,Deep Trench,Scribe,21518.0,2258.0,75.0,Submarine,Mariana Plaza,1793a26d
CIT_12318,Seafood,Coral Slums,Fisher,1453.0,100.0,51.0,Fin Bicycle,Deep Trench,66292977
CIT_3310,Exotic Imports,Deep Trench,Warrior,9548.0,947.0,,Submarine,Deep Trench,c537da7b
CIT_1356,Seafood,Deep Trench,Fisher,1474.0,182.0,36.0,Fin Bicycle,Coral Slums,5c934251
CIT_1014,Exotic Imports,Mariana Plaza,Scribe,64026.0,9658.0,,No Vehicle,The Golden Reef,0e82db40
CIT_0837,Seafood,Deep Trench,Fisher,2156.0,263.0,39.0,Fin Bicycle,Deep Trench,9642fd20
CIT_4409,Seaweed,Deep Trench,Merchant,1084.0,,64.0,Sea Scooter,Mariana Plaza,e55e8a58
CIT_4232,Seaweed,Mariana Plaza,Scribe,1337.0,148.0,57.0,Fin Bicycle,Deep Trench,5d0df9b8
CIT_9233,Seaweed,Deep Trench,Warrior,2326.0,,43.0,Sea Scooter,Deep Trench,48482fd1
CIT_10582,Seafood,Deep Trench,Warrior,2763.0,359.0,31.0,Sea Scooter,Deep Trench,80a24138
CIT_8253,Seafood,Coral Slums,Merchant,7250.0,447.0,55.0,Sea Scooter,Mariana Plaza,744715b2
CIT_19686,Seaweed,Deep Trench,Warrior,1276.0,100.0,36.0,Fin Bicycle,Deep Trench,e6632f42
CIT_18627,Seaweed,Coral Slums,Miner,1197.0,108.0,47.0,Sea Scooter,Coral Slums,e002c55e
CIT_4579,Seaweed,Deep Trench,Fisher,3780.0,446.0,53.0,Fin Bicycle,The Golden Reef,07a9d2b4
CIT_8937,Seafood,The Golden Reef,Merchant,14141.0,3067.0,73.0,No Vehicle,Mariana Plaza,e1ba4ac0
CIT_18749,Seaweed,Deep Trench,Scribe,1521.0,157.0,,Fin Bicycle,Mariana Plaza,82ad5bb5
CIT_13604,Seafood,Deep Trench,Warrior,5020.0,543.0,,No Vehicle,The Golden Reef,ca0ca3ac
CIT_5004,Seaweed,Mariana Plaza,Warrior,,200.0,38.0,Sea Scooter,The Golden Reef,d906e068
CIT_11058,Exotic Imports,Mariana Plaza,Fisher,3623.0,548.0,26.0,Fin Bicycle,Deep Trench,85680a63
CIT_2434,Seaweed,Coral Slums,Miner,2541.0,152.0,52.0,Fin Bicycle,The Golden Reef,e6df6716
CIT_1735,Exotic Imports,Deep Trench,Fisher,1547.0,199.0,36.0,No Vehicle,Deep Trench,c6dbdd5b
CIT_17499,Seafood,Coral Slums,Fisher,1192.0,100.0,53.0,Sea Scooter,Deep Trench,a565f4e1
CIT_9048,Seaweed,Deep Trench,Scribe,2253.0,203.0,68.0,No Vehicle,The Golden Reef,4963b126
CIT_1964,Exotic Imports,Mariana Plaza,Warrior,9211.0,1390.0,32.0,No Vehicle,Deep Trench,8187b3aa
CIT_4691,Exotic Imports,Coral Slums,Miner,3655.0,208.0,39.0,Sea Scooter,Coral Slums,8a8333f8
CIT_14461,Seaweed,Deep Trench,Miner,4675.0,457.0,48.0,Sea Scooter,Deep Trench,05063f9c
CIT_15498,Seafood,Coral Slums,Fisher,1476.0,100.0,42.0,Fin Bicycle,Coral Slums,99c152a0
CIT_18622,Exotic Imports,Deep Trench,Merchant,1432.0,118.0,49.0,Fin Bicycle,The Golden Reef,e4e828c5
CIT_8971,Seaweed,Coral Slums,Warrior,1104.0,100.0,45.0,Sea Scooter,The Golden Reef,2dae4080
CIT_11083,Seaweed,Coral Slums,Scribe,1856.0,104.0,54.0,Sea Scooter,Mariana Plaza,b60c72aa
CIT_3358,Seafood,Coral Slums,Miner,2922.0,173.0,39.0,Submarine,Mariana Plaza,1fe28dde
CIT_18419,Seaweed,Mariana Plaza,Fisher,2917.0,492.0,54.0,Fin Bicycle,Deep Trench,5c4c753d
CIT_12393,Seafood,Coral Slums,Miner,3163.0,175.0,43.0,Sea Scooter,Coral Slums,37fe5787
CIT_6502,Seafood,The Golden Reef,Warrior,17552.0,4006.0,58.0,Submarine,Coral Slums,d7b593bc
CIT_10321,Exotic Imports,The Golden Reef,Fisher,13876.0,2995.0,49.0,Submarine,Coral Slums,9e1f80d5
CIT_14579,Seaweed,Deep Trench,Scribe,2059.0,276.0,58.0,No Vehicle,Mariana Plaza,c73bae80
CIT_14925,Seafood,Deep Trench,Merchant,5107.0,543.0,66.0,No Vehicle,Mariana Plaza,c60c26c9
CIT_8223,Seafood,Coral Slums,Miner,,178.0,45.0,No Vehicle,Coral Slums,78615da0
CIT_0668,Seaweed,Deep Trench,Warrior,8026.0,872.0,39.0,No Vehicle,The Golden Reef,da4458bc
CIT_19061,Seafood,Coral Slums,Miner,2317.0,,45.0,Fin Bicycle,Deep Trench,c5d632ae
CIT_4348,Seafood,Deep Trench,Miner,3735.0,384.0,47.0,No Vehicle,Coral Slums,14c5c2a2
CIT_8515,Exotic Imports,Mariana Plaza,Scribe,6497.0,942.0,57.0,Submarine,Mariana Plaza,0fb75375
CIT_4206,Seafood,The Golden Reef,Merchant,,4210.0,83.0,Submarine,Mariana Plaza,6e9fc4d5
CIT_7947,Seafood,The Golden Reef,Warrior,3450.0,756.0,39.0,Sea Scooter,Mariana Plaza,e9ee7da7
CIT_18117,Exotic Imports,Deep Trench,Merchant,,448.0,49.0,No Vehicle,The Golden Reef,46c80e96
CIT_17868,Exotic Imports,The Golden Reef,Merchant,45568.0,10000.0,107.0,Sea Scooter,Deep Trench,3c3e9200
CIT_7619,Seafood,The Golden Reef,Merchant,8971.0,1945.0,74.0,Sea Scooter,Mariana Plaza,d9b93ac3
CIT_1672,Seafood,Deep Trench,Merchant,11252.0,1108.0,59.0,Sea Scooter,The Golden Reef,6d871491
CIT_9965,Seaweed,Coral Slums,Scribe,1546.0,100.0,65.0,Fin Bicycle,Mariana Plaza,3806bd00
CIT_7130,Exotic Imports,The Golden Reef,Warrior,6718.0,1542.0,37.0,No Vehicle,Deep Trench,63ec243b
CIT_5497,Seafood,The Golden Reef,Miner,13095.0,2850.0,58.0,No Vehicle,Deep Trench,9029be9f
CIT_16740,Seafood,Deep Trench,Fisher,5110.0,570.0,39.0,No Vehicle,Mariana Plaza,9384ac75
CIT_13200,Seafood,Coral Slums,Fisher,2964.0,196.0,53.0,Sea Scooter,Coral Slums,9ce27f2c
CIT_19563,Seafood,Mariana Plaza,Fisher,4844.0,709.0,43.0,Sea Scooter,Deep Trench,55ac9a4a
CIT_18868,Seaweed,The Golden Reef,Merchant,6019.0,1455.0,70.0,Submarine,Mariana Plaza,eaccf192
CIT_18107,Exotic Imports,Mariana Plaza,Warrior,11944.0,1828.0,45.0,Submarine,Deep Trench,02fdbf54
CIT_10090,Exotic Imports,Deep Trench,Fisher,2056.0,237.0,26.0,Sea Scooter,Deep Trench,a06d4711
CIT_13373,Seafood,The Golden Reef,Merchant,14914.0,3336.0,67.0,No Vehicle,Mariana Plaza,413d7b6c
CIT_0830,Exotic Imports,Deep Trench,Fisher,1474.0,,,Sea Scooter,Coral Slums,9104ea2c
CIT_2981,Seaweed,Deep Trench,Warrior,1886.0,163.0,33.0,No Vehicle,Deep Trench,d17fa1dd
CIT_11350,Seaweed,Coral Slums,Fisher,,100.0,41.0,No Vehicle,Deep Trench,2abc3a17
CIT_0549,Seaweed,The Golden Reef,Merchant,34794.0,7957.0,91.0,Sea Scooter,Mariana Plaza,963f4511
CIT_15366,Seafood,Mariana Plaza,Miner,3111.0,423.0,49.0,Fin Bicycle,Deep Trench,39c7e3c3
CIT_4802,Seaweed,Deep Trench,Fisher,4838.0,560.0,55.0,Fin Bicycle,Coral Slums,6c4d013a
CIT_17561,Exotic Imports,Coral Slums,Miner,1886.0,126.0,36.0,No Vehicle,Coral Slums,0710bbb5
CIT_16349,Seafood,Deep Trench,Fisher,1782.0,210.0,45.0,Fin Bicycle,Deep Trench,a8548cd4
CIT_18282,Seaweed,Deep Trench,Warrior,5526.0,633.0,47.0,No Vehicle,Deep Trench,a8d087cb
CIT_5496,Seaweed,The Golden Reef,Scribe,8145.0,1894.0,73.0,Submarine,Mariana Plaza,7ca445f2
CIT_5897,Exotic Imports,Coral Slums,Miner,3559.0,186.0,24.0,Sea Scooter,Mariana Plaza,38578705
CIT_9827,Seafood,Mariana Plaza,Warrior,,379.0,41.0,Sea Scooter,The Golden Reef,a06dfb0b
CIT_11291,Seaweed,Mariana Plaza,Merchant,18909.0,2798.0,74.0,No Vehicle,Mariana Plaza,67f40dc1
CIT_17035,Exotic Imports,Deep Trench,Miner,1926.0,196.0,44.0,No Vehicle,Coral Slums,f9bb112e
CIT_7651,Exotic Imports,The Golden Reef,Merchant,16831.0,3724.0,68.0,Sea Scooter,Coral Slums,4d837bdb
CIT_14131,Seaweed,The Golden Reef,Scribe,5878.0,1338.0,62.0,Fin Bicycle,Mariana Plaza,e0b69c1e
CIT_18668,Exotic Imports,The Golden Reef,Miner,7855.0,1777.0,37.0,Sea Scooter,Deep Trench,71846c12
CIT_16357,Exotic Imports,Coral Slums,Fisher,1930.0,118.0,33.0,Sea Scooter,Coral Slums,dfc7804d
CIT_12905,Exotic Imports,The Golden Reef,Warrior,3524.0,871.0,27.0,No Vehicle,Mariana Plaza,750a24e1
CIT_13054,Seaweed,The Golden Reef,Merchant,,6394.0,85.0,Submarine,The Golden Reef,db3b206f
CIT_7455,Seaweed,Deep Trench,Fisher,1754.0,161.0,50.0,Sea Scooter,Coral Slums,2a006083
CIT_10668,Seaweed,Mariana Plaza,Merchant,8501.0,1320.0,65.0,Submarine,Deep Trench,1dc77ceb
CIT_12727,Seafood,Mariana Plaza,Scribe,10458.0,1618.0,66.0,Submarine,Mariana Plaza,08d4fb7b
CIT_2878,Seaweed,The Golden Reef,Merchant,3892.0,801.0,60.0,No Vehicle,Mariana Plaza,2ee81bfe
CIT_19452,Seafood,The Golden Reef,Merchant,37740.0,8475.0,103.0,Submarine,The Golden Reef,bb2dcd1d
CIT_18313,Seafood,Deep Trench,Warrior,1237.0,110.0,36.0,Sea Scooter,Deep Trench,95add4ad
CIT_12146,Seafood,Coral Slums,Fisher,,100.0,42.0,No Vehicle,The Golden Reef,b8199c80
CIT_7091,Seaweed,Deep Trench,Warrior,3555.0,368.0,,Fin Bicycle,Deep Trench,27a0d91d
CIT_4645,Seaweed,Deep Trench,Warrior,5083.0,,40.0,Sea Scooter,Mariana Plaza,de46f828
CIT_13824,Seaweed,Mariana Plaza,Warrior,,352.0,,No Vehicle,The Golden Reef,64959782
CIT_12466,Exotic Imports,Coral Slums,Miner,1813.0,127.0,41.0,Sea Scooter,Coral Slums,ad866e25
CIT_9531,Seaweed,Deep Trench,Warrior,1040.0,100.0,47.0,Fin Bicycle,Deep Trench,dc640159
CIT_18662,Seaweed,The Golden Reef,Merchant,16625.0,3691.0,75.0,Sea Scooter,Mariana Plaza,bb373fa5
